seed_row,seed_col,kind,distance,n_chunk_pairs,last_band,embedding
recipe,finance,between,0.522907,4,12,bge-m3
recipe,biology,between,0.513298,4,12,bge-m3
recipe,war,between,0.56593,2,12,bge-m3
recipe,love,between,0.458028,4,12,bge-m3
recipe,recipe,within,0.40155,1,12,bge-m3
recipe,programming,between,0.558728,2,12,bge-m3
recipe,philosophy,between,0.561081,2,12,bge-m3
recipe,noise,between,0.494115,2,12,bge-m3
programming,physics,between,0.447816,2,12,bge-m3
programming,surreal,between,0.526474,2,12,bge-m3
programming,finance,between,0.444047,2,12,bge-m3
programming,biology,between,0.471903,2,12,bge-m3
programming,war,between,0.551034,1,12,bge-m3
programming,love,between,0.513187,2,12,bge-m3
programming,recipe,between,0.558728,2,12,bge-m3
programming,programming,within,,0,12,bge-m3
programming,philosophy,between,0.4519,1,12,bge-m3
programming,noise,between,0.519992,1,12,bge-m3
philosophy,physics,between,0.472169,2,12,bge-m3
philosophy,surreal,between,0.412108,2,12,bge-m3
philosophy,finance,between,0.518648,2,12,bge-m3
philosophy,biology,between,0.489811,2,12,bge-m3
philosophy,war,between,0.49946,1,12,bge-m3
philosophy,love,between,0.393097,2,12,bge-m3
philosophy,recipe,between,0.561081,2,12,bge-m3
philosophy,programming,between,0.4519,1,12,bge-m3
philosophy,philosophy,within,,0,12,bge-m3
philosophy,noise,between,0.367226,1,12,bge-m3
noise,physics,between,0.517932,2,12,bge-m3
noise,surreal,between,0.220524,2,12,bge-m3
noise,finance,between,0.513978,2,12,bge-m3
noise,biology,between,0.509501,2,12,bge-m3
noise,war,between,0.43853,1,12,bge-m3
noise,love,between,0.23045,2,12,bge-m3
noise,recipe,between,0.494115,2,12,bge-m3
noise,programming,between,0.519992,1,12,bge-m3
noise,philosophy,between,0.367226,1,12,bge-m3
noise,noise,within,,0,12,bge-m3
physics,physics,within,0.154229,1,12,qwen3-embed-8b
physics,surreal,between,0.810036,4,12,qwen3-embed-8b
physics,finance,between,0.703365,4,12,qwen3-embed-8b
physics,biology,between,0.769695,4,12,qwen3-embed-8b
physics,war,between,0.810759,2,12,qwen3-embed-8b
physics,love,between,0.797917,4,12,qwen3-embed-8b
physics,recipe,between,0.788579,4,12,qwen3-embed-8b
physics,programming,between,0.794335,2,12,qwen3-embed-8b
physics,philosophy,between,0.756718,2,12,qwen3-embed-8b
physics,noise,between,0.790612,2,12,qwen3-embed-8b
surreal,physics,between,0.810036,4,12,qwen3-embed-8b
surreal,surreal,within,0.227736,1,12,qwen3-embed-8b
surreal,finance,between,0.79772,4,12,qwen3-embed-8b
surreal,biology,between,0.77366,4,12,qwen3-embed-8b
surreal,war,between,0.571471,2,12,qwen3-embed-8b
surreal,love,between,0.453444,4,12,qwen3-embed-8b
surreal,recipe,between,0.742211,4,12,qwen3-embed-8b
surreal,programming,between,0.886734,2,12,qwen3-embed-8b
surreal,philosophy,between,0.639215,2,12,qwen3-embed-8b
surreal,noise,between,0.373653,2,12,qwen3-embed-8b
finance,physics,between,0.703365,4,12,qwen3-embed-8b
finance,surreal,between,0.79772,4,12,qwen3-embed-8b
finance,finance,within,0.519727,1,12,qwen3-embed-8b
finance,biology,between,0.747735,4,12,qwen3-embed-8b
finance,war,between,0.777615,2,12,qwen3-embed-8b
finance,love,between,0.768369,4,12,qwen3-embed-8b
finance,recipe,between,0.778505,4,12,qwen3-embed-8b
finance,programming,between,0.783198,2,12,qwen3-embed-8b
finance,philosophy,between,0.761063,2,12,qwen3-embed-8b
finance,noise,between,0.792106,2,12,qwen3-embed-8b
biology,physics,between,0.769695,4,12,qwen3-embed-8b
biology,surreal,between,0.77366,4,12,qwen3-embed-8b
biology,finance,between,0.747735,4,12,qwen3-embed-8b
biology,biology,within,0.262951,1,12,qwen3-embed-8b
biology,war,between,0.776789,2,12,qwen3-embed-8b
biology,love,between,0.723121,4,12,qwen3-embed-8b
biology,recipe,between,0.785877,4,12,qwen3-embed-8b
biology,programming,between,0.798344,2,12,qwen3-embed-8b
biology,philosophy,between,0.777107,2,12,qwen3-embed-8b
biology,noise,between,0.744482,2,12,qwen3-embed-8b
war,physics,between,0.810759,2,12,qwen3-embed-8b
war,surreal,between,0.571471,2,12,qwen3-embed-8b
war,finance,between,0.777615,2,12,qwen3-embed-8b
war,biology,between,0.776789,2,12,qwen3-embed-8b
war,war,within,,0,12,qwen3-embed-8b
war,love,between,0.521879,2,12,qwen3-embed-8b
war,recipe,between,0.736981,2,12,qwen3-embed-8b
war,programming,between,0.863044,1,12,qwen3-embed-8b
war,philosophy,between,0.702021,1,12,qwen3-embed-8b
war,noise,between,0.604561,1,12,qwen3-embed-8b
love,physics,between,0.797917,4,12,qwen3-embed-8b
love,surreal,between,0.453444,4,12,qwen3-embed-8b
love,finance,between,0.768369,4,12,qwen3-embed-8b
love,biology,between,0.723121,4,12,qwen3-embed-8b
love,war,between,0.521879,2,12,qwen3-embed-8b
love,love,within,0.329577,1,12,qwen3-embed-8b
love,recipe,between,0.673212,4,12,qwen3-embed-8b
love,programming,between,0.870352,2,12,qwen3-embed-8b
love,philosophy,between,0.660721,2,12,qwen3-embed-8b
love,noise,between,0.428803,2,12,qwen3-embed-8b
recipe,physics,between,0.788579,4,12,qwen3-embed-8b
recipe,surreal,between,0.742211,4,12,qwen3-embed-8b
recipe,finance,between,0.778505,4,12,qwen3-embed-8b
recipe,biology,between,0.785877,4,12,qwen3-embed-8b
recipe,war,between,0.736981,2,12,qwen3-embed-8b
recipe,love,between,0.673212,4,12,qwen3-embed-8b
recipe,recipe,within,0.509824,1,12,qwen3-embed-8b
recipe,programming,between,0.88683,2,12,qwen3-embed-8b
recipe,philosophy,between,0.786284,2,12,qwen3-embed-8b
recipe,noise,between,0.711072,2,12,qwen3-embed-8b
programming,physics,between,0.794335,2,12,qwen3-embed-8b
programming,surreal,between,0.886734,2,12,qwen3-embed-8b
programming,finance,between,0.783198,2,12,qwen3-embed-8b
programming,biology,between,0.798344,2,12,qwen3-embed-8b
programming,war,between,0.863044,1,12,qwen3-embed-8b
programming,love,between,0.870352,2,12,qwen3-embed-8b
programming,recipe,between,0.88683,2,12,qwen3-embed-8b
programming,programming,within,,0,12,qwen3-embed-8b
programming,philosophy,between,0.815308,1,12,qwen3-embed-8b
programming,noise,between,0.871068,1,12,qwen3-embed-8b
philosophy,physics,between,0.756718,2,12,qwen3-embed-8b
philosophy,surreal,between,0.639215,2,12,qwen3-embed-8b
philosophy,finance,between,0.761063,2,12,qwen3-embed-8b
philosophy,biology,between,0.777107,2,12,qwen3-embed-8b
philosophy,war,between,0.702021,1,12,qwen3-embed-8b
philosophy,love,between,0.660721,2,12,qwen3-embed-8b
philosophy,recipe,between,0.786284,2,12,qwen3-embed-8b
philosophy,programming,between,0.815308,1,12,qwen3-embed-8b
philosophy,philosophy,within,,0,12,qwen3-embed-8b
philosophy,noise,between,0.524053,1,12,qwen3-embed-8b
noise,physics,between,0.790612,2,12,qwen3-embed-8b
noise,surreal,between,0.373653,2,12,qwen3-embed-8b
noise,finance,between,0.792106,2,12,qwen3-embed-8b
noise,biology,between,0.744482,2,12,qwen3-embed-8b
noise,war,between,0.604561,1,12,qwen3-embed-8b
noise,love,between,0.428803,2,12,qwen3-embed-8b
noise,recipe,between,0.711072,2,12,qwen3-embed-8b
noise,programming,between,0.871068,1,12,qwen3-embed-8b
noise,philosophy,between,0.524053,1,12,qwen3-embed-8b
noise,noise,within,,0,12,qwen3-embed-8b
physics,physics,within,0.0880121,1,12,gemini-embed-001
physics,surreal,between,0.318173,4,12,gemini-embed-001
physics,finance,between,0.295713,4,12,gemini-embed-001
physics,biology,between,0.348429,4,12,gemini-embed-001
physics,war,between,0.351836,2,12,gemini-embed-001
physics,love,between,0.325611,4,12,gemini-embed-001
physics,recipe,between,0.350564,4,12,gemini-embed-001
physics,programming,between,0.371695,2,12,gemini-embed-001
physics,philosophy,between,0.301878,2,12,gemini-embed-001
physics,noise,between,0.320425,2,12,gemini-embed-001
surreal,physics,between,0.318173,4,12,gemini-embed-001
surreal,surreal,within,0.105711,1,12,gemini-embed-001
surreal,finance,between,0.308918,4,12,gemini-embed-001
surreal,biology,between,0.343249,4,12,gemini-embed-001
surreal,war,between,0.248059,2,12,gemini-embed-001
surreal,love,between,0.181954,4,12,gemini-embed-001
surreal,recipe,between,0.356135,4,12,gemini-embed-001
surreal,programming,between,0.405076,2,12,gemini-embed-001
surreal,philosophy,between,0.319281,2,12,gemini-embed-001
surreal,noise,between,0.161166,2,12,gemini-embed-001
finance,physics,between,0.295713,4,12,gemini-embed-001
finance,surreal,between,0.308918,4,12,gemini-embed-001
finance,finance,within,0.204109,1,12,gemini-embed-001
finance,biology,between,0.314983,4,12,gemini-embed-001
finance,war,between,0.311876,2,12,gemini-embed-001
finance,love,between,0.302478,4,12,gemini-embed-001
finance,recipe,between,0.334144,4,12,gemini-embed-001
finance,programming,between,0.345803,2,12,gemini-embed-001
finance,philosophy,between,0.32218,2,12,gemini-embed-001
finance,noise,between,0.313985,2,12,gemini-embed-001
biology,physics,between,0.348429,4,12,gemini-embed-001
biology,surreal,between,0.343249,4,12,gemini-embed-001
biology,finance,between,0.314983,4,12,gemini-embed-001
biology,biology,within,0.193939,1,12,gemini-embed-001
biology,war,between,0.354052,2,12,gemini-embed-001
biology,love,between,0.334846,4,12,gemini-embed-001
biology,recipe,between,0.355092,4,12,gemini-embed-001
biology,programming,between,0.382071,2,12,gemini-embed-001
biology,philosophy,between,0.344318,2,12,gemini-embed-001
biology,noise,between,0.356158,2,12,gemini-embed-001
war,physics,between,0.351836,2,12,gemini-embed-001
war,surreal,between,0.248059,2,12,gemini-embed-001
war,finance,between,0.311876,2,12,gemini-embed-001
war,biology,between,0.354052,2,12,gemini-embed-001
war,war,within,,0,12,gemini-embed-001
war,love,between,0.228056,2,12,gemini-embed-001
war,recipe,between,0.339469,2,12,gemini-embed-001
war,programming,between,0.395005,1,12,gemini-embed-001
war,philosophy,between,0.362027,1,12,gemini-embed-001
war,noise,between,0.26866,1,12,gemini-embed-001
love,physics,between,0.325611,4,12,gemini-embed-001
love,surreal,between,0.181954,4,12,gemini-embed-001
love,finance,between,0.302478,4,12,gemini-embed-001
love,biology,between,0.334846,4,12,gemini-embed-001
love,war,between,0.228056,2,12,gemini-embed-001
love,love,within,0.172009,1,12,gemini-embed-001
love,recipe,between,0.326729,4,12,gemini-embed-001
love,programming,between,0.396721,2,12,gemini-embed-001
love,philosophy,between,0.343278,2,12,gemini-embed-001
love,noise,between,0.192452,2,12,gemini-embed-001
recipe,physics,between,0.350564,4,12,gemini-embed-001
recipe,surreal,between,0.356135,4,12,gemini-embed-001
recipe,finance,between,0.334144,4,12,gemini-embed-001
recipe,biology,between,0.355092,4,12,gemini-embed-001
recipe,war,between,0.339469,2,12,gemini-embed-001
recipe,love,between,0.326729,4,12,gemini-embed-001
recipe,recipe,within,0.267568,1,12,gemini-embed-001
recipe,programming,between,0.420255,2,12,gemini-embed-001
recipe,philosophy,between,0.366726,2,12,gemini-embed-001
recipe,noise,between,0.344546,2,12,gemini-embed-001
programming,physics,between,0.371695,2,12,gemini-embed-001
programming,surreal,between,0.405076,2,12,gemini-embed-001
programming,finance,between,0.345803,2,12,gemini-embed-001
programming,biology,between,0.382071,2,12,gemini-embed-001
programming,war,between,0.395005,1,12,gemini-embed-001
programming,love,between,0.396721,2,12,gemini-embed-001
programming,recipe,between,0.420255,2,12,gemini-embed-001
programming,programming,within,,0,12,gemini-embed-001
programming,philosophy,between,0.357515,1,12,gemini-embed-001
programming,noise,between,0.386957,1,12,gemini-embed-001
philosophy,physics,between,0.301878,2,12,gemini-embed-001
philosophy,surreal,between,0.319281,2,12,gemini-embed-001
philosophy,finance,between,0.32218,2,12,gemini-embed-001
philosophy,biology,between,0.344318,2,12,gemini-embed-001
philosophy,war,between,0.362027,1,12,gemini-embed-001
philosophy,love,between,0.343278,2,12,gemini-embed-001
philosophy,recipe,between,0.366726,2,12,gemini-embed-001
philosophy,programming,between,0.357515,1,12,gemini-embed-001
philosophy,philosophy,within,,0,12,gemini-embed-001
philosophy,noise,between,0.304705,1,12,gemini-embed-001
noise,physics,between,0.320425,2,12,gemini-embed-001
noise,surreal,between,0.161166,2,12,gemini-embed-001
noise,finance,between,0.313985,2,12,gemini-embed-001
noise,biology,between,0.356158,2,12,gemini-embed-001
noise,war,between,0.26866,1,12,gemini-embed-001
noise,love,between,0.192452,2,12,gemini-embed-001
noise,recipe,between,0.344546,2,12,gemini-embed-001
noise,programming,between,0.386957,1,12,gemini-embed-001
noise,philosophy,between,0.304705,1,12,gemini-embed-001
noise,noise,within,,0,12,gemini-embed-001
